Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Pig,Berkshire,2,Female,116.0,Loss of Appetite,No,Lethargy,Fever,8 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.9°C,99,Actinobacillus Pleuropneumonia
Sheep,Cheviot,5,Male,92.0,Eye Discharge,Fever,Lameness,Lethargy,1 week,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,39.3°C,70,Foot-and-Mouth Disease
Horse,Thoroughbred,11,Female,488.5,Swollen Joints,No,Reduced Milk Production,Swollen Legs,7 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.0°C,85,Equine Infectious Anemia
Cat,Bengal,4,Female,8.7,Weight Loss,Lethargy,Decreased Milk Yield,Reduced Wool Production,4 days,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.1°C,142,Feline Calicivirus
Cat,Maine Coon,4,Male,5.0,Sneezing,Labored Breathing,Loss of Appetite,Swollen Legs,5 days,Yes,No,Yes,No,Yes,Yes,Yes,No,No,38.6°C,127,Feline Calicivirus
Sheep,Romney,5,Male,95.3,Reduced Wool Production,Swollen Joints,Skin Lesions,Nasal Discharge,9 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.7°C,78,Scrapie
Dog,Boxer,4,Female,26.0,Swollen Joints,Reduced Mobility,Dehydration,Skin Lesions,6 days,Yes,Yes,Yes,Yes,No,No,No,Yes,No,39.5°C,117,Canine Parvovirus
Cow,Hereford,5,Male,554.6,Reduced Appetite,Swelling,Reduced Wool Production,Reduced Mobility,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,40.0°C,86,Bovine Pneumonia
Horse,Thoroughbred,10,Female,450.4,Reduced Appetite,Weight Loss,Reduced Wool Growth,Fever,10 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,39.2°C,98,Equine Osteoarthritis
Rabbit,English Spot,1,Female,1.2,Swollen Legs,Nasal Discharge,Reduced Appetite,Decreased Milk Yield,2 weeks,Yes,No,No,Yes,No,Yes,Yes,No,Yes,39.7°C,153,Myxomatosis
Pig,Wessex Saddleback,3,Female,137.8,Nasal Discharge,Reduced Mobility,Reduced Wool Production,Sneezing,3 days,Yes,No,No,Yes,No,Yes,Yes,No,No,39.8°C,97,Porcine Respiratory Disease Complex
Sheep,Southdown,6,Male,95.4,Nasal Discharge,Skin Lesions,Eye Discharge,Decreased Milk Yield,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,88,Maedi-Visna
Cat,Russian Blue,6,Male,3.0,Lethargy,Swollen Legs,Loss of Appetite,Reduced Appetite,1 week,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,38.7°C,141,Feline Respiratory Disease Complex
Dog,Golden Retriever,5,Female,9.4,Loss of Appetite,No,Sneezing,Nasal Discharge,3 days,No,Yes,No,Yes,Yes,No,No,No,No,38.9°C,134,Canine Infectious Hepatitis
Dog,Bulldog,6,Male,26.1,Coughing,Fever,Dehydration,Reduced Mobility,2 weeks,Yes,No,No,No,No,No,Yes,No,No,40.2°C,135,Gastroenteritis
Horse,Quarter Horse,10,Female,391.7,Sneezing,Lethargy,Fever,Vomiting,6 days,No,No,Yes,Yes,Yes,Yes,No,No,Yes,38.7°C,85,Equine Rhinopneumonitis
Dog,Labrador,7,Male,12.5,Reduced Wool Production,Diarrhea,Appetite Loss,Nasal Discharge,5 days,Yes,Yes,No,No,No,No,Yes,Yes,Yes,40.1°C,123,Parvovirus
Pig,Landrace,3,Male,111.1,Swelling,Appetite Loss,Diarrhea,Decreased Milk Yield,2 weeks,Yes,Yes,Yes,Yes,No,No,Yes,No,No,39.0°C,80,Swine Influenza
Horse,Morgan,11,Male,557.8,Swelling,Nasal Discharge,Coughing,Reduced Wool Growth,4 days,Yes,Yes,Yes,No,No,No,No,Yes,Yes,39.6°C,76,Equine Infectious Anemia
Cow,Jersey,4,Female,664.3,Eye Discharge,Coughing,Reduced Mobility,Decreased Milk Yield,8 days,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,38.9°C,82,Johne's Disease
Pig,Berkshire,3,Male,113.9,Weight Loss,Loss of Appetite,Reduced Milk Production,Nasal Discharge,10 days,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,39.8°C,93,Actinobacillus Pleuropneumonia
Horse,Arabian,8,Female,495.8,Loss of Appetite,Fever,Nasal Discharge,Reduced Mobility,1 week,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,40.2°C,70,Equine Encephalitis
Cat,Maine Coon,4,Female,6.0,Diarrhea,Swollen Joints,Lethargy,Appetite Loss,7 days,Yes,No,No,Yes,No,Yes,No,No,No,38.5°C,123,Feline Calicivirus
Horse,Mustang,5,Male,482.2,Appetite Loss,Eye Discharge,Reduced Wool Growth,Reduced Appetite,10 days,No,No,No,Yes,Yes,Yes,No,No,No,38.5°C,71,Equine Infectious Anemia
Sheep,Cheviot,4,Female,65.0,Reduced Wool Growth,Nasal Discharge,Sneezing,Vomiting,10 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,38.8°C,73,Blue Tongue Disease
Cow,Jersey,3,Female,697.4,Decreased Milk Yield,Swollen Joints,Reduced Wool Production,Labored Breathing,10 days,No,Yes,No,Yes,Yes,No,Yes,No,Yes,39.5°C,86,Mastitis
Cat,Maine Coon,4,Female,6.2,Weight Loss,Skin Lesions,Swelling,Labored Breathing,12 days,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,39.0°C,147,Feline Infectious Peritonitis
Dog,Poodle,2,Female,22.5,Reduced Wool Production,Swollen Legs,Swelling,Sneezing,1 week,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.8°C,119,Canine Distemper
Horse,Clydesdale,9,Male,584.7,Sneezing,Reduced Milk Production,No,Swelling,9 days,Yes,No,No,No,Yes,No,Yes,No,No,40.1°C,84,Equine Rhinopneumonitis
Cow,Angus,6,Male,579.8,Swollen Legs,Loss of Appetite,Reduced Appetite,Reduced Wool Production,2 weeks,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.6°C,84,Bovine Tuberculosis
Horse,Thoroughbred,10,Male,300.0,Loss of Appetite,Sneezing,Reduced Appetite,Swollen Legs,4 days,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40.0°C,81,Equine Infectious Anemia
Dog,Labrador,4,Female,27.8,Decreased Milk Yield,Loss of Appetite,Lameness,Vomiting,5 days,Yes,Yes,No,No,Yes,Yes,No,No,Yes,39.7°C,104,Canine Parvovirus
Cow,Ayrshire,5,Female,636.8,Reduced Wool Growth,Loss of Appetite,Lethargy,Eye Discharge,10 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.9°C,83,Bovine Mastitis
Sheep,Dorper,5,Female,105.3,Lameness,Vomiting,Swelling,Coughing,7 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,39.5°C,76,Blue Tongue Disease
Rabbit,Holland Lop,1,Female,2.5,Lameness,Reduced Mobility,Weight Loss,Swollen Legs,2 weeks,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.7°C,165,Pasteurellosis
Sheep,Dorset,5,Female,89.8,Lameness,Diarrhea,Dehydration,Labored Breathing,10 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,40.2°C,76,Bluetongue Virus
Rabbit,Dutch,1,Male,1.3,Diarrhea,Decreased Milk Yield,Reduced Appetite,No,7 days,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,39.5°C,162,Pasteurellosis
Rabbit,Dutch,1,Female,3.5,Lethargy,Swollen Legs,Lameness,Reduced Appetite,10 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,40.1°C,148,Rabbit Syphilis
Cow,Brahman,7,Female,543.9,No,Decreased Milk Yield,Swollen Legs,Lethargy,7 days,Yes,No,No,No,Yes,Yes,Yes,No,Yes,39.7°C,81,Bovine Respiratory Disease
Cow,Jersey,4,Female,518.8,No,Sneezing,Swollen Legs,Weight Loss,6 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.7°C,79,Johne's Disease
Horse,Morgan,5,Female,625.0,Diarrhea,Loss of Appetite,Swollen Legs,Lethargy,10 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.7°C,81,Equine Influenza
Goat,Toggenburg,6,Male,72.1,Decreased Milk Yield,Eye Discharge,Weight Loss,Coughing,5 days,Yes,Yes,No,Yes,Yes,No,No,No,Yes,39.8°C,80,Caprine Pleuropneumonia
Cow,Holstein,6,Female,525.3,Swollen Legs,Eye Discharge,Fever,No,7 days,No,No,Yes,No,No,No,No,Yes,Yes,40.1°C,86,Bovine Viral Diarrhea
Cat,Sphynx,5,Female,6.5,Swollen Joints,Swelling,Coughing,Dehydration,2 days,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,39.5°C,146,Upper Respiratory Infection
Sheep,Suffolk,5,Female,99.9,Diarrhea,Reduced Milk Production,Swollen Legs,Lethargy,9 days,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,40.1°C,83,Bluetongue Virus
Horse,Appaloosa,16,Female,319.6,Reduced Milk Production,Lethargy,Swollen Joints,No,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.2°C,88,Equine Metabolic Syndrome
Horse,Shetland Pony,15,Female,365.9,Coughing,Appetite Loss,Labored Breathing,Lethargy,9 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,38.9°C,85,Equine Infectious Anemia
Cat,Maine Coon,3,Male,6.3,Swollen Legs,Labored Breathing,Appetite Loss,Reduced Mobility,2 days,Yes,No,Yes,Yes,Yes,No,No,Yes,No,39.8°C,150,Feline Leukemia
Horse,American Quarter,13,Female,644.1,Swollen Joints,Skin Lesions,Eye Discharge,Decreased Milk Yield,3 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.6°C,74,Equine Arthritis
Sheep,Blackface,3,Male,110.0,Appetite Loss,Lameness,Weight Loss,Sneezing,10 days,Yes,Yes,No,No,No,No,Yes,Yes,Yes,38.5°C,90,Foot-and-Mouth Disease
Rabbit,Mini Rex,1,Male,2.1,Swollen Joints,Swollen Legs,Coughing,Loss of Appetite,7 days,No,No,Yes,No,No,No,Yes,No,No,39.8°C,140,Pasteurellosis
Cat,Siberian,4,Female,9.8,Weight Loss,Coughing,Reduced Wool Production,Reduced Mobility,2 days,Yes,No,No,No,Yes,Yes,Yes,No,Yes,39.2°C,139,Upper Respiratory Infection
Cat,Abyssinian,4,Male,7.9,Nasal Discharge,Lethargy,Swollen Joints,Loss of Appetite,1 week,Yes,Yes,No,Yes,No,Yes,No,No,No,38.6°C,158,Upper Respiratory Infection
Cow,Simmental,3,Male,701.3,Eye Discharge,Reduced Mobility,Skin Lesions,Lameness,9 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,38.8°C,70,Bovine Tuberculosis
Dog,Labrador,4,Male,13.4,Reduced Milk Production,Loss of Appetite,Eye Discharge,Vomiting,4 days,Yes,Yes,No,No,Yes,No,No,Yes,Yes,40.1°C,119,Canine Leptospirosis
Horse,Appaloosa,11,Female,518.1,Diarrhea,Weight Loss,Decreased Milk Yield,Swollen Legs,5 days,Yes,No,Yes,No,Yes,No,No,Yes,Yes,39.2°C,70,Equine Infectious Anemia
Goat,Toggenburg,8,Male,57.4,Loss of Appetite,No,Coughing,Dehydration,1 week,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,38.5°C,88,Caprine Respiratory Disease
Rabbit,Dutch,3,Female,1.9,Reduced Appetite,Reduced Milk Production,Decreased Milk Yield,Swelling,1 week,Yes,No,Yes,Yes,No,No,No,Yes,Yes,39.1°C,127,Snuffles
Dog,Rottweiler,3,Female,22.7,Skin Lesions,Reduced Mobility,Labored Breathing,Fever,10 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.8°C,122,Canine Distemper
Pig,Wessex Saddleback,2,Female,116.7,Fever,Eye Discharge,Sneezing,Reduced Mobility,7 days,Yes,No,No,Yes,No,Yes,No,No,Yes,39.8°C,98,Swine Fever
Sheep,Cheviot,4,Female,67.3,Sneezing,Dehydration,Skin Lesions,Lethargy,8 days,Yes,No,No,No,No,No,No,Yes,Yes,38.7°C,74,Blue Tongue Disease
Sheep,Suffolk,5,Female,81.3,Eye Discharge,Labored Breathing,No,Reduced Wool Production,4 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.6°C,78,Scrapie
Cow,Simmental,8,Male,694.4,Reduced Milk Production,Nasal Discharge,Dehydration,No,8 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,40.2°C,81,Bovine Influenza
Horse,Mustang,12,Female,599.9,Reduced Mobility,Sneezing,Reduced Milk Production,Nasal Discharge,6 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,38.9°C,96,Equine Influenza
Horse,Clydesdale,5,Male,742.6,Eye Discharge,Labored Breathing,Coughing,Reduced Mobility,2 days,No,Yes,Yes,No,No,No,No,No,Yes,39.5°C,77,Equine Influenza
Rabbit,Holland Lop,2,Female,1.0,No,Decreased Milk Yield,Reduced Appetite,Coughing,8 days,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,40.0°C,129,Respiratory Infection
Cow,Simmental,4,Female,735.3,Diarrhea,Eye Discharge,Swollen Legs,No,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,39.5°C,75,Bovine Tuberculosis
Cat,Scottish Fold,3,Male,3.5,Reduced Wool Growth,Reduced Appetite,Eye Discharge,Vomiting,2 days,Yes,Yes,No,Yes,No,No,Yes,No,No,39.3°C,127,Feline Rhinotracheitis
Sheep,Cheviot,5,Male,134.6,Lameness,Weight Loss,Eye Discharge,Fever,2 weeks,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.9°C,73,Scrapie
Cat,Siamese,4,Female,6.6,Swollen Joints,Swelling,Diarrhea,Labored Breathing,8 days,Yes,No,No,Yes,Yes,Yes,No,No,Yes,38.5°C,143,Feline Viral Rhinotracheitis
Cat,Ragdoll,2,Male,8.7,Reduced Milk Production,Nasal Discharge,Lameness,Diarrhea,3 days,Yes,Yes,Yes,No,Yes,No,No,No,No,39.3°C,150,Upper Respiratory Infection
Sheep,Merino,3,Female,76.6,Swelling,Fever,Dehydration,Vomiting,12 days,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,39.8°C,79,Scrapie
Cat,Bengal,5,Female,6.2,Eye Discharge,Coughing,Loss of Appetite,Labored Breathing,5 days,Yes,Yes,No,No,No,No,Yes,No,Yes,38.9°C,146,Feline Infectious Peritonitis
Cat,Manx,4,Male,6.1,Loss of Appetite,Swollen Joints,Appetite Loss,Reduced Milk Production,8 days,Yes,No,No,No,No,Yes,Yes,Yes,Yes,38.5°C,150,Panleukopenia
Horse,Percheron,4,Male,699.3,Swollen Joints,Reduced Appetite,Vomiting,Coughing,9 days,Yes,No,Yes,No,No,Yes,No,No,Yes,39.5°C,73,Equine Encephalitis
Horse,Percheron,7,Male,580.5,Swollen Legs,Appetite Loss,Swollen Joints,Sneezing,2 weeks,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,40.2°C,91,West Nile Virus
Cat,Ragdoll,5,Male,7.4,Reduced Mobility,Decreased Milk Yield,Labored Breathing,Diarrhea,8 days,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,38.6°C,137,Feline Upper Respiratory Infection
Cow,Jersey,5,Female,629.8,Swollen Legs,Eye Discharge,Diarrhea,Reduced Wool Production,12 days,Yes,Yes,Yes,No,Yes,No,Yes,No,No,38.4°C,82,Bovine Viral Diarrhea
Goat,Boer,4,Female,81.2,Swollen Legs,Vomiting,Diarrhea,Eye Discharge,2 weeks,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.1°C,86,Foot-and-Mouth Disease
Dog,Rottweiler,2,Male,26.2,Swollen Legs,Coughing,Eye Discharge,Fever,10 days,No,Yes,Yes,Yes,No,No,No,No,No,38.5°C,120,Pancreatitis
Rabbit,Dutch,3,Female,1.0,Diarrhea,Labored Breathing,Swollen Legs,Skin Lesions,4 days,Yes,Yes,No,No,Yes,No,No,No,No,38.9°C,145,Rabbit Hemorrhagic Disease
Pig,Landrace,3,Male,111.6,Decreased Milk Yield,Swelling,No,Nasal Discharge,1 week,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,40.2°C,104,Swine Influenza
Dog,Boxer,6,Female,24.2,Sneezing,Decreased Milk Yield,Swelling,Coughing,8 days,Yes,Yes,Yes,Yes,No,No,No,Yes,No,40.1°C,122,Canine Leptospirosis
Cow,Charolais,3,Female,515.8,Reduced Milk Production,Nasal Discharge,Lethargy,Fever,8 days,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,38.6°C,82,Bovine Viral Diarrhea
Cow,Shorthorn,5,Male,591.5,Fever,Skin Lesions,Swelling,Reduced Appetite,1 week,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,39.3°C,85,Bovine Respiratory Disease
Sheep,Suffolk,6,Female,78.4,Dehydration,Reduced Mobility,Weight Loss,Labored Breathing,4 days,Yes,No,Yes,No,No,No,Yes,Yes,No,38.8°C,84,Scrapie
Cat,Siamese,1,Male,7.8,Eye Discharge,Reduced Wool Production,Reduced Appetite,Skin Lesions,7 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.1°C,142,Feline Calicivirus
Cat,Maine Coon,7,Male,5.4,Dehydration,Appetite Loss,Lethargy,Diarrhea,2 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,38.4°C,149,Feline Calicivirus
Dog,Cocker Spaniel,6,Female,6.6,Lethargy,Swelling,Appetite Loss,Vomiting,1 week,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,38.7°C,128,Lyme Disease
Cow,Jersey,5,Male,616.1,Coughing,Fever,Sneezing,Reduced Milk Production,12 days,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,38.9°C,84,Bovine Tuberculosis
Rabbit,Himalayan,2,Female,1.9,Decreased Milk Yield,Reduced Wool Production,Reduced Appetite,Swelling,2 weeks,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.2°C,142,Upper Respiratory Infection
Rabbit,Mini Rex,2,Female,1.6,Fever,Eye Discharge,Swelling,Weight Loss,2 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.6°C,153,Enteritis
Rabbit,Holland Lop,3,Male,1.0,Lameness,No,Labored Breathing,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,40.1°C,148,Rabbit Viral Hemorrhagic Disease
Dog,Bulldog,2,Male,11.3,Swelling,Decreased Milk Yield,Vomiting,Swollen Joints,9 days,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,38.8°C,125,Gastroenteritis
Horse,Percheron,7,Female,568.0,Decreased Milk Yield,Vomiting,Reduced Wool Production,Eye Discharge,4 days,Yes,Yes,No,No,Yes,No,No,Yes,Yes,38.4°C,95,Equine Laminitis
Sheep,Southdown,6,Male,95.0,Vomiting,Loss of Appetite,Skin Lesions,Reduced Wool Production,4 days,No,Yes,No,No,Yes,Yes,Yes,Yes,No,39.8°C,75,Scrapie
Dog,Beagle,1,Female,40.2,Swollen Joints,Labored Breathing,Lethargy,Loss of Appetite,4 days,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,39.8°C,133,Canine Distemper
Cat,Siamese,5,Male,4.4,Reduced Appetite,Coughing,Sneezing,Fever,2 weeks,Yes,No,No,Yes,No,No,No,No,No,40.2°C,139,Upper Respiratory Infection
Cow,Jersey,5,Female,550.6,Swollen Legs,Skin Lesions,Diarrhea,Sneezing,6 days,Yes,No,No,Yes,No,Yes,No,Yes,Yes,39.2°C,85,Bovine Tuberculosis
Goat,Boer,5,Female,55.0,Reduced Appetite,Lameness,Reduced Mobility,Decreased Milk Yield,8 days,Yes,No,No,Yes,Yes,No,No,No,No,40.1°C,81,Caprine Viral Arthritis
Dog,Shih Tzu,5,Female,22.7,Swollen Legs,Fever,Reduced Appetite,Dehydration,3 days,Yes,No,Yes,No,Yes,No,No,No,No,39.0°C,116,Canine Parvovirus
Cow,Brahman,5,Male,618.2,Nasal Discharge,Reduced Mobility,Reduced Wool Production,No,9 days,Yes,No,No,No,Yes,Yes,Yes,No,No,38.8°C,87,Bovine Tuberculosis
Sheep,Romney,5,Male,82.0,Sneezing,Swollen Legs,Swelling,Appetite Loss,6 days,Yes,Yes,No,No,No,Yes,No,Yes,Yes,38.6°C,72,Foot-and-Mouth Disease
Cow,Ayrshire,6,Female,623.8,Swollen Legs,Lameness,Nasal Discharge,Appetite Loss,5 days,Yes,Yes,Yes,No,Yes,No,No,Yes,No,39.4°C,85,Bovine Parainfluenza
Dog,German Shepherd,7,Male,29.1,Swollen Legs,Reduced Wool Growth,Sneezing,Appetite Loss,12 days,Yes,No,No,Yes,No,No,No,No,Yes,39.1°C,107,Canine Flu
Dog,Golden Retriever,3,Male,28.2,Lameness,Dehydration,No,Diarrhea,6 days,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,38.9°C,117,Kennel Cough
Cat,Bengal,3,Female,4.0,Swelling,Weight Loss,Reduced Wool Growth,Lethargy,2 days,Yes,No,Yes,No,No,Yes,Yes,No,No,39.9°C,142,Feline Herpesvirus
Sheep,Texel,3,Male,109.7,Reduced Milk Production,Vomiting,Skin Lesions,Lameness,5 days,Yes,Yes,No,No,Yes,Yes,Yes,No,No,40.1°C,86,Scrapie
Sheep,Dorset,4,Male,111.4,Lameness,Vomiting,Loss of Appetite,Labored Breathing,9 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,38.4°C,91,Bluetongue
Dog,Chihuahua,4,Male,28.4,Reduced Wool Growth,Vomiting,Swelling,No,8 days,Yes,No,No,No,Yes,No,No,Yes,No,38.7°C,116,Canine Heartworm Disease
Horse,Arabian,11,Male,550.3,Sneezing,Lameness,Weight Loss,Swollen Legs,6 days,Yes,No,No,No,Yes,No,Yes,Yes,No,39.4°C,111,Equine Influenza
Horse,Morgan,8,Male,300.0,Swollen Joints,Reduced Mobility,Decreased Milk Yield,Sneezing,2 days,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,40.0°C,85,Equine Infectious Anemia
Horse,Arabian,7,Female,655.8,Labored Breathing,Swollen Legs,Reduced Wool Growth,Reduced Milk Production,9 days,Yes,No,No,Yes,Yes,Yes,No,No,No,38.5°C,91,Equine Laminitis
Dog,Beagle,1,Male,2.0,Lethargy,Fever,Dehydration,Loss of Appetite,2 weeks,Yes,No,No,Yes,Yes,Yes,No,No,Yes,39.6°C,130,Parvovirus
Rabbit,Mini Rex,1,Female,2.8,Swollen Legs,Decreased Milk Yield,Eye Discharge,Dehydration,9 days,Yes,Yes,Yes,Yes,No,No,No,Yes,No,40.2°C,146,Myxomatosis
Goat,Nubian,2,Female,86.6,Vomiting,Lethargy,Reduced Wool Growth,Reduced Appetite,4 days,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,39.4°C,85,Foot-and-Mouth Disease
Cow,Jersey,5,Female,645.0,Eye Discharge,Lameness,Loss of Appetite,Vomiting,2 weeks,Yes,No,Yes,No,Yes,No,No,Yes,Yes,40.0°C,78,Bovine Pneumonia
Rabbit,Himalayan,2,Male,2.5,Swollen Joints,Dehydration,Skin Lesions,Lameness,9 days,Yes,Yes,No,No,No,Yes,Yes,No,No,39.4°C,147,Pasteurellosis
Horse,Shire,12,Female,618.6,Diarrhea,Swollen Legs,Reduced Mobility,Eye Discharge,7 days,Yes,Yes,Yes,Yes,No,No,No,Yes,No,39.7°C,73,Equine Influenza Virus
Cat,British Shorthair,2,Female,5.5,Reduced Wool Growth,Swelling,Weight Loss,Reduced Milk Production,5 days,No,No,Yes,Yes,Yes,No,No,No,Yes,40.0°C,147,Feline Asthma
Dog,Beagle,4,Female,25.1,Weight Loss,No,Appetite Loss,Dehydration,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,38.9°C,125,Chronic Bronchitis
Pig,Large White,6,Female,136.7,Appetite Loss,Lethargy,Reduced Appetite,Diarrhea,4 days,Yes,Yes,No,No,Yes,No,No,Yes,No,38.6°C,87,Porcine Respiratory Disease Complex
Cat,Bengal,4,Female,4.3,Reduced Appetite,Decreased Milk Yield,Nasal Discharge,Loss of Appetite,7 days,Yes,Yes,Yes,No,No,Yes,No,No,Yes,39.9°C,129,Feline Calicivirus
Dog,Labrador,3,Female,16.2,Weight Loss,Reduced Wool Growth,Swollen Joints,Reduced Wool Production,4 days,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,116,Canine Distemper
Cow,Jersey,3,Male,649.4,Lameness,Reduced Mobility,Reduced Wool Production,Skin Lesions,9 days,Yes,Yes,No,Yes,Yes,No,No,No,Yes,38.9°C,70,Bovine Respiratory Disease
Dog,Akita,5,Female,12.1,Reduced Wool Growth,Nasal Discharge,Weight Loss,Loss of Appetite,5 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,38.5°C,122,Kennel Cough
Cow,Holstein,6,Male,670.8,Eye Discharge,Diarrhea,Reduced Wool Production,Lameness,6 days,Yes,Yes,Yes,Yes,No,No,No,No,Yes,38.6°C,73,Johne's Disease
Cat,Burmese,4,Female,7.5,Coughing,Labored Breathing,Appetite Loss,Swollen Joints,9 days,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,39.1°C,138,Feline Respiratory Infection
Cat,Abyssinian,2,Female,3.0,Reduced Appetite,Nasal Discharge,No,Sneezing,10 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,40.2°C,136,Feline Panleukopenia Virus
Horse,Arabian,6,Male,766.0,Skin Lesions,Swollen Legs,Weight Loss,Dehydration,6 days,Yes,No,No,Yes,No,No,No,No,Yes,39.1°C,86,Equine Protozoal Myeloencephalitis
Cat,Russian Blue,2,Male,6.2,Swollen Joints,No,Coughing,Reduced Wool Growth,12 days,Yes,No,No,No,No,Yes,No,No,Yes,39.7°C,151,Feline Herpesvirus
Horse,Clydesdale,6,Female,608.7,Eye Discharge,Swollen Legs,Swollen Joints,Sneezing,12 days,Yes,Yes,No,No,Yes,No,No,Yes,No,39.2°C,70,Equine Influenza
Cat,Sphynx,6,Female,8.4,Sneezing,Weight Loss,Decreased Milk Yield,Loss of Appetite,6 days,Yes,No,Yes,Yes,No,No,Yes,No,No,39.6°C,150,Feline Herpesvirus
Dog,Bulldog,3,Male,19.4,Labored Breathing,Swollen Joints,Nasal Discharge,Lameness,7 days,Yes,No,No,No,Yes,No,Yes,Yes,Yes,38.9°C,138,Pancreatitis
Cat,Persian,9,Male,6.7,Appetite Loss,Reduced Milk Production,Decreased Milk Yield,Weight Loss,5 days,Yes,No,No,Yes,Yes,Yes,No,No,Yes,39.4°C,134,Feline Leukemia Virus
Cow,Limousin,3,Male,636.1,Appetite Loss,Loss of Appetite,No,Swollen Legs,8 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,38.6°C,91,Bovine Viral Diarrhea
Rabbit,Holland Lop,2,Male,2.1,Swelling,Diarrhea,Eye Discharge,Reduced Mobility,4 days,No,Yes,No,No,Yes,No,Yes,No,No,39.7°C,141,Rabbit Syphilis
Cat,Persian,4,Female,5.5,Swollen Legs,Nasal Discharge,Fever,Reduced Mobility,10 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,38.8°C,139,Pancreatitis
